Date,Open,High,Low,Close,Volume,Adj Close
2015-07-01,1.563232765,1.563232765,1.563232765,1.563232765,0,0
2015-06-30,1.572821642,1.572821642,1.572821642,1.572821642,0,0
2015-06-29,1.574307305,1.574307305,1.574307305,1.574307305,0,0
2015-06-26,1.572821642,1.572821642,1.572821642,1.572821642,0,0
2015-06-25,1.572327044,1.572327044,1.572327044,1.572327044,0,0
2015-06-24,1.572079862,1.572079862,1.572079862,1.572079862,0,0
2015-06-23,1.572821642,1.572821642,1.572821642,1.572821642,0,0
2015-06-22,1.581777918,1.581777918,1.581777918,1.581777918,0,0
2015-06-19,1.588310038,1.588310038,1.588310038,1.588310038,0,0
2015-06-18,1.588057805,1.588057805,1.588057805,1.588057805,0,0
2015-06-17,1.571091909,1.571091909,1.571091909,1.571091909,0,0
2015-06-16,1.562744179,1.562744179,1.562744179,1.562744179,0,0
2015-06-15,1.554243084,1.554243084,1.554243084,1.554243084,0,0
2015-06-12,1.556904873,1.556904873,1.556904873,1.556904873,0,0
2015-06-11,1.549186677,1.549186677,1.549186677,1.549186677,0,0
2015-06-10,1.554001554,1.554001554,1.554001554,1.554001554,0,0
2015-06-09,1.531628121,1.531628121,1.531628121,1.531628121,0,0
2015-06-05,1.524157903,1.524157903,1.524157903,1.524157903,0,0
2015-06-04,1.536570375,1.536570375,1.536570375,1.536570375,0,0
2015-06-03,1.533036946,1.533036946,1.533036946,1.533036946,0,0
2015-06-02,1.532801962,1.532801962,1.532801962,1.532801962,0,0
2015-06-01,1.520681265,1.520681265,1.520681265,1.520681265,0,0
2015-05-29,1.526018617,1.526018617,1.526018617,1.526018617,0,0
2015-05-28,1.529285824,1.529285824,1.529285824,1.529285824,0,0
2015-05-27,1.533272002,1.533272002,1.533272002,1.533272002,0,0
2015-05-26,1.538461538,1.538461538,1.538461538,1.538461538,0,0
2015-05-22,1.550147264,1.550147264,1.550147264,1.550147264,0,0
2015-05-21,1.566661444,1.566661444,1.566661444,1.566661444,0,0
2015-05-20,1.555693839,1.555693839,1.555693839,1.555693839,0,0
2015-05-19,1.550628004,1.550628004,1.550628004,1.550628004,0,0
2015-05-18,1.568135487,1.568135487,1.568135487,1.568135487,0,0
2015-05-15,1.578781181,1.578781181,1.578781181,1.578781181,0,0
2015-05-14,1.575795777,1.575795777,1.575795777,1.575795777,0,0
2015-05-13,1.572821642,1.572821642,1.572821642,1.572821642,0,0
2015-05-12,1.56641604,1.56641604,1.56641604,1.56641604,0,0
2015-05-11,1.556178027,1.556178027,1.556178027,1.556178027,0,0
2015-05-08,1.542257866,1.542257866,1.542257866,1.542257866,0,0
2015-05-07,1.51998784,1.51998784,1.51998784,1.51998784,0,0
2015-05-06,1.524855139,1.524855139,1.524855139,1.524855139,0,0
2015-05-05,1.519295047,1.519295047,1.519295047,1.519295047,0,0
2015-05-04,1.518487586,1.518487586,1.518487586,1.518487586,0,0
2015-05-01,1.517680983,1.517680983,1.517680983,1.517680983,0,0
2015-04-30,1.536806516,1.536806516,1.536806516,1.536806516,0,0
2015-04-29,1.545356205,1.545356205,1.545356205,1.545356205,0,0
2015-04-28,1.53233221,1.53233221,1.53233221,1.53233221,0,0
2015-04-27,1.5211439,1.5211439,1.5211439,1.5211439,0,0
2015-04-24,1.516530179,1.516530179,1.516530179,1.516530179,0,0
2015-04-23,1.505343971,1.505343971,1.505343971,1.505343971,0,0
2015-04-22,1.503533303,1.503533303,1.503533303,1.503533303,0,0
2015-04-21,1.493205913,1.493205913,1.493205913,1.493205913,0,0
2015-04-20,1.49142431,1.49142431,1.49142431,1.49142431,0,0
2015-04-17,1.496110114,1.496110114,1.496110114,1.496110114,0,0
2015-04-16,1.489868892,1.489868892,1.489868892,1.489868892,0,0
2015-04-15,1.476668636,1.476668636,1.476668636,1.476668636,0,0
2015-04-14,1.479071143,1.479071143,1.479071143,1.479071143,0,0
2015-04-13,1.464128843,1.464128843,1.464128843,1.464128843,0,0
2015-04-10,1.465201465,1.465201465,1.465201465,1.465201465,0,0
2015-04-09,1.473622163,1.473622163,1.473622163,1.473622163,0,0
2015-04-08,1.49231458,1.49231458,1.49231458,1.49231458,0,0
2015-04-07,1.486767767,1.486767767,1.486767767,1.486767767,0,0
2015-04-02,1.482799526,1.482799526,1.482799526,1.482799526,0,0
2015-04-01,1.481700993,1.481700993,1.481700993,1.481700993,0,0
2015-03-31,1.484780995,1.484780995,1.484780995,1.484780995,0,0
2015-03-30,1.480604086,1.480604086,1.480604086,1.480604086,0,0
2015-03-27,1.487873828,1.487873828,1.487873828,1.487873828,0,0
2015-03-26,1.484340211,1.484340211,1.484340211,1.484340211,0,0
2015-03-25,1.49142431,1.49142431,1.49142431,1.49142431,0,0
2015-03-24,1.486767767,1.486767767,1.486767767,1.486767767,0,0
2015-03-23,1.493651979,1.493651979,1.493651979,1.493651979,0,0
2015-03-20,1.492091913,1.492091913,1.492091913,1.492091913,0,0
2015-03-19,1.47275405,1.47275405,1.47275405,1.47275405,0,0
2015-03-18,1.468644441,1.468644441,1.468644441,1.468644441,0,0
2015-03-17,1.47427392,1.47427392,1.47427392,1.47427392,0,0
2015-03-16,1.479946722,1.479946722,1.479946722,1.479946722,0,0
2015-03-13,1.475579165,1.475579165,1.475579165,1.475579165,0,0
2015-03-12,1.490535102,1.490535102,1.490535102,1.490535102,0,0
2015-03-11,1.494544911,1.494544911,1.494544911,1.494544911,0,0
2015-03-10,1.508523156,1.508523156,1.508523156,1.508523156,0,0
2015-03-09,1.509661836,1.509661836,1.509661836,1.509661836,0,0
2015-03-06,1.506024096,1.506024096,1.506024096,1.506024096,0,0
2015-03-05,1.523693433,1.523693433,1.523693433,1.523693433,0,0
2015-03-04,1.526950679,1.526950679,1.526950679,1.526950679,0,0
2015-03-03,1.537279016,1.537279016,1.537279016,1.537279016,0,0
2015-03-02,1.53609831,1.53609831,1.53609831,1.53609831,0,0
2015-02-27,1.545117429,1.545117429,1.545117429,1.545117429,0,0
2015-02-26,1.541069502,1.541069502,1.541069502,1.541069502,0,0
2015-02-25,1.54870683,1.54870683,1.54870683,1.54870683,0,0
2015-02-24,1.545833977,1.545833977,1.545833977,1.545833977,0,0
2015-02-23,1.544878727,1.544878727,1.544878727,1.544878727,0,0
2015-02-20,1.537515375,1.537515375,1.537515375,1.537515375,0,0
2015-02-19,1.543924656,1.543924656,1.543924656,1.543924656,0,0
2015-02-18,1.544640099,1.544640099,1.544640099,1.544640099,0,0
2015-02-17,1.533507131,1.533507131,1.533507131,1.533507131,0,0
2015-02-13,1.539408867,1.539408867,1.539408867,1.539408867,0,0
2015-02-12,1.536334306,1.536334306,1.536334306,1.536334306,0,0
2015-02-11,1.526484506,1.526484506,1.526484506,1.526484506,0,0
2015-02-10,1.526018617,1.526018617,1.526018617,1.526018617,0,0
2015-02-09,1.523925632,1.523925632,1.523925632,1.523925632,0,0
2015-02-06,1.526950679,1.526950679,1.526950679,1.526950679,0,0
2015-02-05,1.528584531,1.528584531,1.528584531,1.528584531,0,0
2015-02-04,1.521606817,1.521606817,1.521606817,1.521606817,0,0
2015-02-03,1.511487304,1.511487304,1.511487304,1.511487304,0,0
2015-02-02,1.503533303,1.503533303,1.503533303,1.503533303,0,0
2015-01-30,1.501726986,1.501726986,1.501726986,1.501726986,0,0
2015-01-29,1.507613448,1.507613448,1.507613448,1.507613448,0,0
2015-01-28,1.517911354,1.517911354,1.517911354,1.517911354,0,0
2015-01-27,1.520450053,1.520450053,1.520450053,1.520450053,0,0
2015-01-23,1.502629602,1.502629602,1.502629602,1.502629602,0,0
2015-01-22,1.508523156,1.508523156,1.508523156,1.508523156,0,0
2015-01-21,1.511487304,1.511487304,1.511487304,1.511487304,0,0
2015-01-20,1.519525908,1.519525908,1.519525908,1.519525908,0,0
2015-01-16,1.511258879,1.511258879,1.511258879,1.511258879,0,0
2015-01-15,1.5167602,1.5167602,1.5167602,1.5167602,0,0
2015-01-14,1.521375323,1.521375323,1.521375323,1.521375323,0,0
2015-01-13,1.517680983,1.517680983,1.517680983,1.517680983,0,0
2015-01-12,1.513775356,1.513775356,1.513775356,1.513775356,0,0
2015-01-09,1.514692517,1.514692517,1.514692517,1.514692517,0,0
2015-01-08,1.508295626,1.508295626,1.508295626,1.508295626,0,0
2015-01-07,1.506250941,1.506250941,1.506250941,1.506250941,0,0
2015-01-06,1.516990291,1.516990291,1.516990291,1.516990291,0,0
2015-01-05,1.523925632,1.523925632,1.523925632,1.523925632,0,0
2015-01-02,1.538698261,1.538698261,1.538698261,1.538698261,0,0
2014-12-31,1.560792883,1.560792883,1.560792883,1.560792883,0,0
2014-12-30,1.555935895,1.555935895,1.555935895,1.555935895,0,0
2014-12-29,1.552795031,1.552795031,1.552795031,1.552795031,0,0
2014-12-24,1.554243084,1.554243084,1.554243084,1.554243084,0,0
2014-12-23,1.552312946,1.552312946,1.552312946,1.552312946,0,0
2014-12-22,1.562988434,1.562988434,1.562988434,1.562988434,0,0
2014-12-19,1.563721658,1.563721658,1.563721658,1.563721658,0,0
2014-12-18,1.563477173,1.563477173,1.563477173,1.563477173,0,0
2014-12-17,1.564210856,1.564210856,1.564210856,1.564210856,0,0
2014-12-16,1.572821642,1.572821642,1.572821642,1.572821642,0,0
2014-12-15,1.56128025,1.56128025,1.56128025,1.56128025,0,0
2014-12-12,1.570105197,1.570105197,1.570105197,1.570105197,0,0
2014-12-11,1.569858713,1.569858713,1.569858713,1.569858713,0,0
2014-12-10,1.569365976,1.569365976,1.569365976,1.569365976,0,0
2014-12-09,1.569119724,1.569119724,1.569119724,1.569119724,0,0
2014-12-08,1.562011871,1.562011871,1.562011871,1.562011871,0,0
2014-12-05,1.559089492,1.559089492,1.559089492,1.559089492,0,0
2014-12-04,1.570105197,1.570105197,1.570105197,1.570105197,0,0
2014-12-03,1.571338781,1.571338781,1.571338781,1.571338781,0,0
2014-12-02,1.565190171,1.565190171,1.565190171,1.565190171,0,0
2014-12-01,1.572079862,1.572079862,1.572079862,1.572079862,0,0
2014-11-28,1.56641604,1.56641604,1.56641604,1.56641604,0,0
2014-11-26,1.579279848,1.579279848,1.579279848,1.579279848,0,0
2014-11-25,1.572574304,1.572574304,1.572574304,1.572574304,0,0
2014-11-24,1.569858713,1.569858713,1.569858713,1.569858713,0,0
2014-11-21,1.567889621,1.567889621,1.567889621,1.567889621,0,0
2014-11-20,1.570351759,1.570351759,1.570351759,1.570351759,0,0
2014-11-19,1.566661444,1.566661444,1.566661444,1.566661444,0,0
2014-11-18,1.564455569,1.564455569,1.564455569,1.564455569,0,0
2014-11-17,1.564945227,1.564945227,1.564945227,1.564945227,0,0
2014-11-14,1.56470036,1.56470036,1.56470036,1.56470036,0,0
2014-11-13,1.573564123,1.573564123,1.573564123,1.573564123,0,0
2014-11-12,1.583029919,1.583029919,1.583029919,1.583029919,0,0
2014-11-11,1.587301587,1.587301587,1.587301587,1.587301587,0,0
2014-11-10,1.587049675,1.587049675,1.587049675,1.587049675,0,0
2014-11-07,1.584283904,1.584283904,1.584283904,1.584283904,0,0
2014-11-06,1.590330789,1.590330789,1.590330789,1.590330789,0,0
2014-11-05,1.597699313,1.597699313,1.597699313,1.597699313,0,0
2014-11-04,1.600768369,1.600768369,1.600768369,1.600768369,0,0
2014-11-03,1.597699313,1.597699313,1.597699313,1.597699313,0,0
2014-10-31,1.6,1.6,1.6,1.6,0,0
2014-10-30,1.602307323,1.602307323,1.602307323,1.602307323,0,0
2014-10-29,1.61498708,1.61498708,1.61498708,1.61498708,0,0
2014-10-28,1.615508885,1.615508885,1.615508885,1.615508885,0,0
2014-10-27,1.613423685,1.613423685,1.613423685,1.613423685,0,0
2014-10-24,1.608234159,1.608234159,1.608234159,1.608234159,0,0
2014-10-23,1.60307791,1.60307791,1.60307791,1.60307791,0,0
2014-10-22,1.605136437,1.605136437,1.605136437,1.605136437,0,0
2014-10-21,1.613163413,1.613163413,1.613163413,1.613163413,0,0
2014-10-20,1.613163413,1.613163413,1.613163413,1.613163413,0,0
2014-10-17,1.609528408,1.609528408,1.609528408,1.609528408,0,0
2014-10-16,1.602050625,1.602050625,1.602050625,1.602050625,0,0
2014-10-15,1.594133588,1.594133588,1.594133588,1.594133588,0,0
2014-10-14,1.591849729,1.591849729,1.591849729,1.591849729,0,0
2014-10-13,1.605651895,1.605651895,1.605651895,1.605651895,0,0
2014-10-10,1.60307791,1.60307791,1.60307791,1.60307791,0,0
2014-10-09,1.616292226,1.616292226,1.616292226,1.616292226,0,0
2014-10-08,1.607717042,1.607717042,1.607717042,1.607717042,0,0
2014-10-07,1.608492842,1.608492842,1.608492842,1.608492842,0,0
2014-10-03,1.596169194,1.596169194,1.596169194,1.596169194,0,0
2014-10-02,1.611863314,1.611863314,1.611863314,1.611863314,0,0
2014-10-01,1.62022035,1.62022035,1.62022035,1.62022035,0,0
2014-09-30,1.621271077,1.621271077,1.621271077,1.621271077,0,0
2014-09-29,1.624167614,1.624167614,1.624167614,1.624167614,0,0
2014-09-26,1.624431449,1.624431449,1.624431449,1.624431449,0,0
2014-09-25,1.632386549,1.632386549,1.632386549,1.632386549,0,0
2014-09-24,1.634788295,1.634788295,1.634788295,1.634788295,0,0
2014-09-23,1.636125654,1.636125654,1.636125654,1.636125654,0,0
2014-09-22,1.632653061,1.632653061,1.632653061,1.632653061,0,0
2014-09-19,1.63132137,1.63132137,1.63132137,1.63132137,0,0
2014-09-18,1.638806949,1.638806949,1.638806949,1.638806949,0,0
2014-09-17,1.632386549,1.632386549,1.632386549,1.632386549,0,0
2014-09-16,1.621796951,1.621796951,1.621796951,1.621796951,0,0
2014-09-15,1.623376623,1.623376623,1.623376623,1.623376623,0,0
2014-09-12,1.622849724,1.622849724,1.622849724,1.622849724,0,0
2014-09-11,1.623376623,1.623376623,1.623376623,1.623376623,0,0
2014-09-10,1.614726304,1.614726304,1.614726304,1.614726304,0,0
2014-09-09,1.610565308,1.610565308,1.610565308,1.610565308,0,0
2014-09-08,1.616031028,1.616031028,1.616031028,1.616031028,0,0
2014-09-05,1.632120124,1.632120124,1.632120124,1.632120124,0,0
2014-09-04,1.639881929,1.639881929,1.639881929,1.639881929,0,0
2014-09-03,1.645278052,1.645278052,1.645278052,1.645278052,0,0
2014-09-02,1.650709805,1.650709805,1.650709805,1.650709805,0,0
2014-08-29,1.660853679,1.660853679,1.660853679,1.660853679,0,0
2014-08-28,1.658099818,1.658099818,1.658099818,1.658099818,0,0
2014-08-27,1.658374793,1.658374793,1.658374793,1.658374793,0,0
2014-08-26,1.657824934,1.657824934,1.657824934,1.657824934,0,0
2014-08-25,1.657412779,1.657412779,1.657412779,1.657412779,0,0
2014-08-22,1.657000829,1.657000829,1.657000829,1.657000829,0,0
2014-08-21,1.659751037,1.659751037,1.659751037,1.659751037,0,0
2014-08-20,1.664724488,1.664724488,1.664724488,1.664724488,0,0
2014-08-19,1.661681622,1.661681622,1.661681622,1.661681622,0,0
2014-08-18,1.672240803,1.672240803,1.672240803,1.672240803,0,0
2014-08-15,1.668613382,1.668613382,1.668613382,1.668613382,0,0
2014-08-14,1.668613382,1.668613382,1.668613382,1.668613382,0,0
2014-08-13,1.669449082,1.669449082,1.669449082,1.669449082,0,0
2014-08-12,1.680672269,1.680672269,1.680672269,1.680672269,0,0
2014-08-11,1.678979181,1.678979181,1.678979181,1.678979181,0,0
2014-08-08,1.679825298,1.679825298,1.679825298,1.679825298,0,0
2014-08-07,1.684352367,1.684352367,1.684352367,1.684352367,0,0
2014-08-06,1.683218313,1.683218313,1.683218313,1.683218313,0,0
2014-08-05,1.687194196,1.687194196,1.687194196,1.687194196,0,0
2014-08-01,1.683785149,1.683785149,1.683785149,1.683785149,0,0
2014-07-31,1.688333615,1.688333615,1.688333615,1.688333615,0,0
2014-07-30,1.690331305,1.690331305,1.690331305,1.690331305,0,0
2014-07-29,1.694628029,1.694628029,1.694628029,1.694628029,0,0
2014-07-28,1.700102006,1.700102006,1.700102006,1.700102006,0,0
2014-07-25,1.697504668,1.697504668,1.697504668,1.697504668,0,0
2014-07-24,1.697504668,1.697504668,1.697504668,1.697504668,0,0
2014-07-23,1.704158146,1.704158146,1.704158146,1.704158146,0,0
2014-07-22,1.705902422,1.705902422,1.705902422,1.705902422,0,0
2014-07-21,1.706484642,1.706484642,1.706484642,1.706484642,0,0
2014-07-18,1.7067759,1.7067759,1.7067759,1.7067759,0,0
2014-07-17,1.709401709,1.709401709,1.709401709,1.709401709,0,0
2014-07-16,1.714089818,1.714089818,1.714089818,1.714089818,0,0
2014-07-15,1.714383679,1.714383679,1.714383679,1.714383679,0,0
2014-07-14,1.708817498,1.708817498,1.708817498,1.708817498,0,0
2014-07-11,1.710278775,1.710278775,1.710278775,1.710278775,0,0
2014-07-10,1.711156742,1.711156742,1.711156742,1.711156742,0,0
2014-07-09,1.713796058,1.713796058,1.713796058,1.713796058,0,0
2014-07-08,1.71203561,1.71203561,1.71203561,1.71203561,0,0
2014-07-07,1.712915382,1.712915382,1.712915382,1.712915382,0,0
2014-07-03,1.714383679,1.714383679,1.714383679,1.714383679,0,0
2014-07-02,1.717032967,1.717032967,1.717032967,1.717032967,0,0
2014-07-01,1.713796058,1.713796058,1.713796058,1.713796058,0,0
2014-06-30,1.709693965,1.709693965,1.709693965,1.709693965,0,0
2014-06-27,1.701548409,1.701548409,1.701548409,1.701548409,0,0
2014-06-26,1.700680272,1.700680272,1.700680272,1.700680272,0,0
2014-06-25,1.698081168,1.698081168,1.698081168,1.698081168,0,0
2014-06-24,1.697216565,1.697216565,1.697216565,1.697216565,0,0
2014-06-23,1.700680272,1.700680272,1.700680272,1.700680272,0,0
2014-06-20,1.701837985,1.701837985,1.701837985,1.701837985,0,0
2014-06-19,1.705611462,1.705611462,1.705611462,1.705611462,0,0
2014-06-18,1.693766938,1.693766938,1.693766938,1.693766938,0,0
2014-06-17,1.696928559,1.696928559,1.696928559,1.696928559,0,0
2014-06-16,1.69865806,1.69865806,1.69865806,1.69865806,0,0
2014-06-13,1.696065129,1.696065129,1.696065129,1.696065129,0,0
2014-06-12,1.68406871,1.68406871,1.68406871,1.68406871,0,0
2014-06-11,1.678697331,1.678697331,1.678697331,1.678697331,0,0
2014-06-10,1.676164935,1.676164935,1.676164935,1.676164935,0,0
2014-06-06,1.678979181,1.678979181,1.678979181,1.678979181,0,0
2014-06-05,1.679261125,1.679261125,1.679261125,1.679261125,0,0
2014-06-04,1.6753225,1.6753225,1.6753225,1.6753225,0,0
2014-06-03,1.673920321,1.673920321,1.673920321,1.673920321,0,0
2014-06-02,1.675603217,1.675603217,1.675603217,1.675603217,0,0
2014-05-30,1.6772895,1.6772895,1.6772895,1.6772895,0,0
2014-05-29,1.671681712,1.671681712,1.671681712,1.671681712,0,0
2014-05-28,1.670564651,1.670564651,1.670564651,1.670564651,0,0
2014-05-27,1.68038985,1.68038985,1.68038985,1.68038985,0,0
2014-05-23,1.68406871,1.68406871,1.68406871,1.68406871,0,0
2014-05-22,1.685772084,1.685772084,1.685772084,1.685772084,0,0
2014-05-21,1.687763713,1.687763713,1.687763713,1.687763713,0,0
2014-05-20,1.684636119,1.684636119,1.684636119,1.684636119,0,0
2014-05-19,1.682651859,1.682651859,1.682651859,1.682651859,0,0
2014-05-16,1.682935039,1.682935039,1.682935039,1.682935039,0,0
2014-05-15,1.679543164,1.679543164,1.679543164,1.679543164,0,0
2014-05-14,1.677570877,1.677570877,1.677570877,1.677570877,0,0
2014-05-13,1.683785149,1.683785149,1.683785149,1.683785149,0,0
2014-05-12,1.687194196,1.687194196,1.687194196,1.687194196,0,0
2014-05-09,1.68406871,1.68406871,1.68406871,1.68406871,0,0
2014-05-08,1.695202577,1.695202577,1.695202577,1.695202577,0,0
2014-05-07,1.696640652,1.696640652,1.696640652,1.696640652,0,0
2014-05-06,1.699235344,1.699235344,1.699235344,1.699235344,0,0
2014-05-05,1.693193363,1.693193363,1.693193363,1.693193363,0,0
2014-05-02,1.687194196,1.687194196,1.687194196,1.687194196,0,0
2014-05-01,1.689474573,1.689474573,1.689474573,1.689474573,0,0
2014-04-30,1.68861871,1.68861871,1.68861871,1.68861871,0,0
2014-04-29,1.684352367,1.684352367,1.684352367,1.684352367,0,0
2014-04-28,1.680672269,1.680672269,1.680672269,1.680672269,0,0
2014-04-24,1.680107527,1.680107527,1.680107527,1.680107527,0,0
2014-04-23,1.677852349,1.677852349,1.677852349,1.677852349,0,0
2014-04-22,1.682368775,1.682368775,1.682368775,1.682368775,0,0
2014-04-17,1.680672269,1.680672269,1.680672269,1.680672269,0,0
2014-04-16,1.678979181,1.678979181,1.678979181,1.678979181,0,0
2014-04-15,1.673080141,1.673080141,1.673080141,1.673080141,0,0
2014-04-14,1.673360107,1.673360107,1.673360107,1.673360107,0,0
2014-04-11,1.67196121,1.67196121,1.67196121,1.67196121,0,0
2014-04-10,1.677570877,1.677570877,1.677570877,1.677570877,0,0
2014-04-09,1.674761347,1.674761347,1.674761347,1.674761347,0,0
2014-04-08,1.674761347,1.674761347,1.674761347,1.674761347,0,0
2014-04-07,1.661129568,1.661129568,1.661129568,1.661129568,0,0
2014-04-04,1.658925017,1.658925017,1.658925017,1.658925017,0,0
2014-04-03,1.658649859,1.658649859,1.658649859,1.658649859,0,0
2014-04-02,1.663616703,1.663616703,1.663616703,1.663616703,0,0
2014-04-01,1.663616703,1.663616703,1.663616703,1.663616703,0,0
2014-03-31,1.667222407,1.667222407,1.667222407,1.667222407,0,0
2014-03-28,1.663616703,1.663616703,1.663616703,1.663616703,0,0
2014-03-27,1.661129568,1.661129568,1.661129568,1.661129568,0,0
2014-03-26,1.65645188,1.65645188,1.65645188,1.65645188,0,0
2014-03-25,1.650709805,1.650709805,1.650709805,1.650709805,0,0
2014-03-24,1.648804617,1.648804617,1.648804617,1.648804617,0,0
2014-03-21,1.649348507,1.649348507,1.649348507,1.649348507,0,0
2014-03-20,1.650982334,1.650982334,1.650982334,1.650982334,0,0
2014-03-19,1.662786831,1.662786831,1.662786831,1.662786831,0,0
2014-03-18,1.657275439,1.657275439,1.657275439,1.657275439,0,0
2014-03-17,1.664447403,1.664447403,1.664447403,1.664447403,0,0
2014-03-14,1.662786831,1.662786831,1.662786831,1.662786831,0,0
2014-03-13,1.667778519,1.667778519,1.667778519,1.667778519,0,0
2014-03-12,1.660577881,1.660577881,1.660577881,1.660577881,0,0
2014-03-11,1.662786831,1.662786831,1.662786831,1.662786831,0,0
2014-03-10,1.663339987,1.663339987,1.663339987,1.663339987,0,0
2014-03-07,1.672240803,1.672240803,1.672240803,1.672240803,0,0
2014-03-06,1.671681712,1.671681712,1.671681712,1.671681712,0,0
2014-03-05,1.673080141,1.673080141,1.673080141,1.673080141,0,0
2014-03-04,1.667222407,1.667222407,1.667222407,1.667222407,0,0
2014-03-03,1.671681712,1.671681712,1.671681712,1.671681712,0,0
2014-02-28,1.675884029,1.675884029,1.675884029,1.675884029,0,0
2014-02-27,1.667222407,1.667222407,1.667222407,1.667222407,0,0
2014-02-26,1.664170411,1.664170411,1.664170411,1.664170411,0,0
2014-02-25,1.668335002,1.668335002,1.668335002,1.668335002,0,0
2014-02-24,1.663063363,1.663063363,1.663063363,1.663063363,0,0
2014-02-21,1.668613382,1.668613382,1.668613382,1.668613382,0,0
2014-02-20,1.66583375,1.66583375,1.66583375,1.66583375,0,0
2014-02-19,1.671402307,1.671402307,1.671402307,1.671402307,0,0
2014-02-18,1.669727834,1.669727834,1.669727834,1.669727834,0,0
2014-02-14,1.673360107,1.673360107,1.673360107,1.673360107,0,0
2014-02-13,1.663616703,1.663616703,1.663616703,1.663616703,0,0
2014-02-12,1.658374793,1.658374793,1.658374793,1.658374793,0,0
2014-02-11,1.648532806,1.648532806,1.648532806,1.648532806,0,0
2014-02-10,1.639881929,1.639881929,1.639881929,1.639881929,0,0
2014-02-07,1.639344262,1.639344262,1.639344262,1.639344262,0,0
2014-02-06,1.632386549,1.632386549,1.632386549,1.632386549,0,0
2014-02-05,1.630523398,1.630523398,1.630523398,1.630523398,0,0
2014-02-04,1.629726206,1.629726206,1.629726206,1.629726206,0,0
2014-02-03,1.633186347,1.633186347,1.633186347,1.633186347,0,0
2014-01-31,1.643385374,1.643385374,1.643385374,1.643385374,0,0
2014-01-30,1.649892757,1.649892757,1.649892757,1.649892757,0,0
2014-01-29,1.655081099,1.655081099,1.655081099,1.655081099,0,0
2014-01-28,1.658374793,1.658374793,1.658374793,1.658374793,0,0
2014-01-24,1.650165017,1.650165017,1.650165017,1.650165017,0,0
2014-01-23,1.663063363,1.663063363,1.663063363,1.663063363,0,0
2014-01-22,1.658099818,1.658099818,1.658099818,1.658099818,0,0
2014-01-21,1.646361541,1.646361541,1.646361541,1.646361541,0,0
2014-01-17,1.644466371,1.644466371,1.644466371,1.644466371,0,0
2014-01-16,1.634521085,1.634521085,1.634521085,1.634521085,0,0
2014-01-15,1.635055592,1.635055592,1.635055592,1.635055592,0,0
2014-01-14,1.646090535,1.646090535,1.646090535,1.646090535,0,0
2014-01-13,1.638269987,1.638269987,1.638269987,1.638269987,0,0
2014-01-10,1.648532806,1.648532806,1.648532806,1.648532806,0,0
2014-01-09,1.646361541,1.646361541,1.646361541,1.646361541,0,0
2014-01-08,1.646903821,1.646903821,1.646903821,1.646903821,0,0
2014-01-07,1.639881929,1.639881929,1.639881929,1.639881929,0,0
2014-01-06,1.641227638,1.641227638,1.641227638,1.641227638,0,0
2014-01-03,1.644466371,1.644466371,1.644466371,1.644466371,0,0
2014-01-02,1.64365549,1.64365549,1.64365549,1.64365549,0,0
